In an examination of one of the most critical forms of bias that of publication bias Peer review and citation data in predicting university rankings a largescale analysis  noted that reviewers were much more likely to recommend papers demonstrating positive results over those that demonstrated null or negative results	0
Peer review and citation data in predicting university rankings a largescale analysis calculated a very similar figure of  papers per day based on an estimate before the data we now have was available	0
Peer review and citation data in predicting university rankings a largescale analysis  is equally disparaging in regards to the volume of papers each reviewer was required to read and also expresses significant doubts about the level of expertise within the review panels themselvesIn addition to the potential pitfalls in the current methodologies there is also the enormous cost to be considered	0
Additionally studies by  and Peer review and citation data in predicting university rankings a largescale analysis  We systematically queried the MAG Evaluate API for each submission using a normalised version of the publications title lower case diacritics removed	0
The NACP was formally recognized by the United States in  under the mantle of the nations overall climate change management strategy Social network and content analysis of the North American Carbon Program as a scientific community of practice 	0
The State of the Carbon Cycle Report established that North America is a net source of CO  to the atmosphere due to fossilfuel emissions and that there are globally important carbon sinks whose future is highly uncertain  Social network and content analysis of the North American Carbon Program as a scientific community of practice 	0
Understanding how humans both experience and influence the carbon cycle and climate change is critical to the interests of decision makers Bernabo Social network and content analysis of the North American Carbon Program as a scientific community of practice and Ingram  such as those who confer support upon the member agencies of the NACP through funding and other resources	0
Many studies have used the relationships between authors of a document to study broad domains such as physics Social network and content analysis of the North American Carbon Program as a scientific community of practice a and mathematics  Barabsi et al 	1
If all the nodes in the neighborhood of a scientistnode are connected to other scientistnodes of that neighborhood then the clustering coefficient of that neighborhood will be  if none of the other nodes in the neighborhood are connected to each other then the clustering coefficient will be zero  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
For example modularity is the fraction of the connections within given groups minus the expected such fraction if connections were distributed at random Social network and content analysis of the North American Carbon Program as a scientific community of practice 	1
More recently studies have also employed narrower sampling approaches such as only including data from a specific journal Martin et al  or based on attendance records of participation for the active members of a community of business  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
But given enough connections isolated groups may converge into a single mass which encompasses the majority of nodes and in which everyone is potentially connected to everyone else by some path Social network and content analysis of the North American Carbon Program as a scientific community of practice b	1
Although scientific research does not have a simple causeandeffect relationship with improved societal outcomes some research has led to reduced exposure to extreme events improved forest management and effective policies to ensure agricultural sustainability  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
It is not clear from our analysis that such work is being done yet in the NACP Social network and content analysis of the North American Carbon Program as a scientific community of practice 	0
These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Berthelot et al Bradbear and Friel Dempewolf et al Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
Understanding how climate change may evolve over the coming decades requires significant investment in research about carbon and how it cycles through both living and nonliving states Social network and content analysis of the North American Carbon Program as a scientific community of practice 	0
For example one study explored the introduction of scientists who were previously unacquainted and from different research backgrounds using brief meetings during a conference  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
Network analysis is a research approach that prioritizes relationships between social units as opposed to focusing on attributes of the individual units themselves Social network and content analysis of the North American Carbon Program as a scientific community of practice and Faust 	1
RankJournals Articles  of total institutionally coauthored if it has more than one author address suggesting that the authors come from various institutions departments or other kinds of units Social network and content analysis of the North American Carbon Program as a scientific community of practice and Persson 	1
For example previous studies have found that crossinstitutional collaboration supports the diffusion of innovations and new ideas within a field Social network and content analysis of the North American Carbon Program as a scientific community of practice and Darby 	1
These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Berthelot et al Bradbear and Friel Social network and content analysis of the North American Carbon Program as a scientific community of practice et al Shindell et al 	0
These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Social network and content analysis of the North American Carbon Program as a scientific community of practice et al Bradbear and Friel Dempewolf et al Shindell et al 	0
Understanding how humans both experience and influence the carbon cycle and climate change is critical to the interests of decision makers Social network and content analysis of the North American Carbon Program as a scientific community of practice Feldman and Ingram  such as those who confer support upon the member agencies of the NACP through funding and other resources	0
Scientists frequently study these biogeochemical cycles in the context of subsystems such as the terrestrial biosphere landbased living systems oceanic systems both organic and inorganic forms of carbon and the atmosphere  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
Content analysis may be approached either inductively in a purely exploratory context or deductively when seeking to test known ideas or compare changes in content over time Social network and content analysis of the North American Carbon Program as a scientific community of practice and Kyngs 	1
It is not clear from our analysis that such work is being done yet in the NACP  Social network and content analysis of the North American Carbon Program as a scientific community of practice and Lemos Lemos et al 	0
We have noted that the knowledge domain of the NACP is codified within the US Carbon Cycle Science Plan Michalak et al  the Science Implementation Strategy for the North American Carbon Program of Social network and content analysis of the North American Carbon Program as a scientific community of practice  and similar supporting documents	1
Many studies have used the relationships between authors of a document to study broad domains such as physics Newman a and mathematics  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
Content analysis of publications and projectsScientometric mapping and analysis using bibliographic data is a wellestablished methodology for which a variety of approaches techniques and automated tools have been developed Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	1
Existing research has demonstrated that analysis of abstracts and titles in bibliographic data can yield insight into the knowledge domains represented within the dataset Social network and content analysis of the North American Carbon Program as a scientific community of practice 	0
Previous research has shown that just because research is policy relevant does not mean that policy makers will use it Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
These investigations may also include the specific role humans play in the carbon cycle such as the impact of humangenerated emissions or the consequences of climate change to agriculture and food systems Berthelot et al Social network and content analysis of the North American Carbon Program as a scientific community of practice and Friel Dempewolf et al Shindell et al 	0
In  The US North American Carbon Program NACP sponsored its first allscientist meeting to review progress in understanding the dynamics of the carbon cycle of North America and adjacent oceans and to chart a course for improved integration across scientific disciplines scales and Earth system boundaries  Social network and content analysis of the North American Carbon Program as a scientific community of practice et al 	0
Survival rates of patients with pancreatic cancer have improved only marginally during the last  years with a year survival rate of only   Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
The patients in this trial were treated with Dconformal plans which have recently been shown to be equally effective and not significantly more toxic as IMRT plans in the neoadjuvant setting Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Perioperative complications were graded by Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trials classification 	1
Acute toxicity and adverse effects were reported using the NCI common toxicity criteria v and RTOGEORTC recommendations for classifying late toxic effects of radiotherapy Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Assessment and followup Resection specimens were graded and classified according to the sixth UICC TNM system Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
Threedimensional treatment planning was mandatory for radiotherapy at  Gy to  Gy tumor or  Gy regional lymph nodes planning target volume PTV   ml Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
Additionally consequent supportive therapy may explain the improved tolerability of treatment in this trial compared to others avoiding loss of weight which was described to be a negative prognostic factor after neoadjuvant chemoradiotherapy Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Hematologic toxicity of gemcitabinebased CRT is directly related to radiotherapy volume and therefore volumes were strictly limited Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial 	0
Therefore higher R resection rates after neoadjuvant treatment are expected to have an impact on survival Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
Therefore higher R resection rates after neoadjuvant treatment are expected to have an impact on survival Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
This progress was due to standardizing surgical therapy  worldwide and by the implementation of multimodal therapy Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	0
This progress was due to standardizing surgical therapy Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial worldwide and by the implementation of multimodal therapy 	0
The closest possible comparison of this trial is with adjuvant treatment especially with the CONKO trial conducted in the same population and with an observation arm Neoadjuvant chemoradiation therapy with gemcitabinecisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial	1
MittagLeffler  Bianco et al a scaling with stretched exponential relaxation  exp t  at microscopic scales t lt  and asymptotical convergence to an inverse power law  t   for t   lt  lt   Novikov et al LinkenkaerHansen et al Gong et al Freeman et al Stam and de Bruin Time scales in cognitive neuroscience et al van de Ville et al Freyer et al 	1
MittagLeffler  Time scales in cognitive neuroscience et al a scaling with stretched exponential relaxation  exp t  at microscopic scales t lt  and asymptotical convergence to an inverse power law  t   for t   lt  lt   Novikov et al LinkenkaerHansen et al Gong et al Freeman et al Stam and de Bruin Buiatti et al van de Ville et al Freyer et al 	1
The breakdown of scale invariance Ciuciu et al Time scales in cognitive neuroscience et al  is tantamount to velocity changesOne possible way to represent this is to assume that brain dynamics makes steps between given locations of its phase space in which it dwells for a certain time and that times between two consecutive steps are characterized by a given waitingtime distribution WTD	1
Spatial extension introduces not only dynamical heterogeneity ie a spatial distribution of time scales but also time scales emerging from cooperative or competitive phenomena which typically display regimes and unfold at scales different from those of spatially local components  Time scales in cognitive neuroscience et al bAllegrini et al 	1
Suitably modified versions of the FDT also hold for outofequilibrium systems  Cugliandolo et al Time scales in cognitive neuroscience and Ritort Pottier and Mauger Allegrini et al Aquino et al On the other hand the FDT allows conceptualizing cognitive processes as fields acting upon brain activity Papo  whose response and associated time scales can be studied using response theory Kubo 	1
The breakdown of scale invariance Time scales in cognitive neuroscience et al Zilber et al  is tantamount to velocity changesOne possible way to represent this is to assume that brain dynamics makes steps between given locations of its phase space in which it dwells for a certain time and that times between two consecutive steps are characterized by a given waitingtime distribution WTD	1
This is a consequence of the fluctuationdissipation theorem FDT which establishes a general relationship between the equilibrium internal autocorrelation Ct of fluctuations of some observable of the system in the absence of the disturbance and the nonequilibrium response Rt of a system to small external perturbations Time scales in cognitive neuroscience 	1
MittagLeffler  Bianco et al a scaling with stretched exponential relaxation  exp t  at microscopic scales t lt  and asymptotical convergence to an inverse power law  t   for t   lt  lt   Novikov et al LinkenkaerHansen et al Gong et al Freeman et al Stam and de Bruin Buiatti et al van de Ville et al Time scales in cognitive neuroscience et al 	1
Research DesignThe research design was based on Pattons  description of qualitative process evaluation and guidelines for the evaluation of complex interventions Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	1
The theory asserts that individuals with chronic illness have bodily knowledge that constitutes an important resource for coping and health and that patients bodily knowledge is developed through a dynamic nonlinear process of learning and healthrelated change in interaction with the environment Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Two of the few examples of interventions that are practiced more broadly are the Chronic Disease SelfManagement Education CDSME developed by Lorig and colleagues in the USA  and the Vitality Training Program VTP developed by Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness  in Norway	1
Theoretical inspiration for the intervention was also drawn from Antonovskys  theory on health as a dynamic continuum and Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illnesss  phenomenological theory of the body as a foundation for knowledge and existenceThe new intervention was named the Bodyknowledging Program BKP and was organized in  sessions held over a period of  months and accomplished in groups or in individual format	0
Theoretical inspiration for the intervention was also drawn from Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illnesss  theory on health as a dynamic continuum and MerleauPontys  phenomenological theory of the body as a foundation for knowledge and existenceThe new intervention was named the Bodyknowledging Program BKP and was organized in  sessions held over a period of  months and accomplished in groups or in individual format	0
IntroductionWith the prevalence of chronic illness rising worldwide there is a need to engage patients in health promotion work in order to prevent further deterioration to strengthen their health and their capacity to participate in society Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness  	0
Overview of the Bodyknowledging Program BKPThe intervention was based on Bodyknowledging theory   Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Overview of the Bodyknowledging Program BKPThe intervention was based on Bodyknowledging theory Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness  	0
However a longitudinal randomized trial of stroke survivors who accomplished CDSME showed that the intervention did not appear to impact selfefficacy and failed to influence outcomes such as mood or social outcomes Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Improved health behavior and health status were also reported in a group of patients with serious mental illness Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Research findings showed that the layled CDSME program resulted in improved health status and reduced health care costs among patients suffering from arthritis Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness  	0
This was also confirmed in a Cochrane review that focused on the outcomes of CDSME Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic IllnessThe Vitality Training Program VTP was led by health professionals trained in a  credit continuing education program to facilitate patients awareness in chronic illness 	0
Two of the few examples of interventions that are practiced more broadly are the Chronic Disease SelfManagement Education CDSME developed by Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness and colleagues in the USA Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness and the Vitality Training Program VTP developed by Steen and Haugli  in Norway	1
However patient education and wellnessinterventions in the context of chronic illness are often specific to particular diagnostic groups and not designed to be applied across diagnostic categories Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness  	0
Summaries of research concerning people with various longterm conditions show that they have much in common as they face the challenges of trying to live as well as possible within the context of physical mental or social discomfort and limitation Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Interventions based on such work will reflect the philosophical perspective of health within illness which holds that individuals living with longterm health problems are capable of experiencing health and wellbeing despite their conditions   Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Summaries of research concerning people with various longterm conditions show that they have much in common as they face the challenges of trying to live as well as possible within the context of physical mental or social discomfort and limitation Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
This approach is in keeping with Paulo Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illnesss  pedagogy of the oppressed in which dialogue serves as the main method for helping people understand their situations and act in new ways by means of their own resources	0
This was in line with personcentered care which implies that patients are viewed as competent and are actively involved in the planning and conducting of their own care Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Content analysis Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness was used to study program processes in greater depth	0
Research DesignThe research design was based on Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illnesss  description of qualitative process evaluation and guidelines for the evaluation of complex interventions	1
The findings show that BKP fits into empowerment models of health promotion Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness as health care personnel explicitly attended to patients bodily knowledge and capabilities	0
Research findings showed that the layled CDSME program resulted in improved health status and reduced health care costs among patients suffering from arthritis   Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
A qualitative study described that participants awareness of emotional and bodily reactions was enhanced after VTP and that awareness of their own strategies and choices in managing their life situations with illness was raised Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Studies of the outcomes showed that patients with musculoskeletal pain reported reduced pain increased paincoping abilities and reduced health care consumption after completion VTP   Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Studies of the outcomes showed that patients with musculoskeletal pain reported reduced pain increased paincoping abilities and reduced health care consumption after completion VTP Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness  	0
However patient education and wellnessinterventions in the context of chronic illness are often specific to particular diagnostic groups and not designed to be applied across diagnostic categories   Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness	0
Also  due to the failure to adequately collect pelagic early life stages with the bottom trawl   larvae and juvenile fish of total length   cm were removed from subsequent analysesOceanographic data  Figure  were gathered from two moorings deployed in Kongsfjorden and Rijpfjorden  respectively see Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change for details	0
Altered marine community structures  and a northward expansion of boreal species Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change are common expectations to some extent also supported by observations 	1
Such a skewed sex ratio has been anecdotally reported for polar cod from other true Arctic regions  and references therein Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change but without being discussed nor analysed	1
In addition previous studies from the American and Canadian Arctic Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change have also reported differences in the size of polar cod between inshore and offshore areas	1
Understanding life history strategies the schedules of growth fecundity and mortality Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change is imperative for our ability to predict species responses to environmental change	0
Males on the other hand for which body size does not restrict fecundity as much as in females Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change seemed to invest more energy eg	1
In high Arctic marine ecosystems the polar cod Boreogadus saida is regarded as a key link in the food web between lower and higher trophic levels Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	0
In high Arctic marine ecosystems the polar cod Boreogadus saida is regarded as a key link in the food web between lower and higher trophic levels Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	1
The Atlantic domains are characterized by higher presence of potential predators on polar cod Table  first of all the Atlantic cod Gadus morhua Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	1
The high Arctic archipelago of Svalbard is characterized by water masses of both Atlantic and Arctic origin Figure  Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	1
In addition previous studies from the American and Canadian Arctic Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change have also reported differences in the size of polar cod between inshore and offshore areas	1
Importantly there are tight couplings among altered energy acquisition survival and consequently responses in energy allocation Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	1
A lower lengthatage and earlier ageatmaturation see discussion below of polar cod from the Atlantic domain can have several explanations including direct temperature effects on growth higher predation risk higher interspecific species competition or density dependent effects of polar cod itself such as intraspecific competition Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	1
Polar cod has been a focal point for studies of climate Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change and pollution impacts 	0
libellula have previously been demonstrated for capelin in the Barents Sea Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change	0
For the LM we started out with a full model including all interactions and performed model simplification by stepwise removal of nonsignificant terms as suggested by Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change 	0
Such a skewed sex ratio has been anecdotally reported for polar cod from other true Arctic regions  and references therein Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change but without being discussed nor analysed	1
Gonadal maturation was only considered from January  samples as males are known to increase gonad size several months before females Gender Specific Reproductive Strategies of an Arctic Key Species Boreogadus saida and Implications of Climate Change making direct comparison of GSI between genders impossible except in the prespawning period in January	0
